date,symbol,total_transactions,total_block_cnt,avg_block_difficulty,avg_secs_between_blocks,hashrate,avg_block_size_MB,avg_transactions_count_per_block,first_block,last_block
2023-05-08,btc,575012,137,6528752666646714,630.44,3.270443105542387e+20,1.7029,4197,788710,788846
2023-05-09,btc,598256,151,7200830147036818,557.47,3.698556563689788e+20,1.6604,3962,788847,788997
2023-05-10,btc,672332,170,8112935298994813,502.02,4.1070699053225096e+20,1.6815,3955,788998,789167
2023-05-11,btc,546549,151,7200830147036818,571.09,3.61034869028332e+20,1.7374,3620,789168,789318
2023-05-12,btc,509159,141,6720774803901030,612.4,3.366789678377314e+20,1.6702,3611,789319,789459
2023-05-13,btc,575617,145,6912796941155344,594.07,3.4706750503999065e+20,1.7068,3970,789460,789604
2023-05-14,btc,631677,174,8304957436249129,498.87,4.132961077963272e+20,1.7191,3630,789605,789778
2023-05-15,btc,526379,147,7008808009782502,580.04,3.5546136534915685e+20,1.751,3581,789779,789925
2023-05-16,btc,566462,153,7296841215663974,562.92,3.662719646741813e+20,1.7141,3702,789926,790078
2023-05-17,btc,583454,160,7632879955859027,538.62,3.827952707781138e+20,1.673,3647,790079,790238
2023-05-18,btc,476704,141,6887545041322530,597.97,3.533587450691294e+20,1.6425,3381,790239,790379
2023-05-19,btc,515474,150,7382905773610308,568.73,3.741912279428594e+20,1.7269,3436,790380,790529
2023-05-20,btc,423736,131,6441461413217048,637.14,3.340158655069924e+20,1.7098,3235,790530,790660
2023-05-21,btc,486625,151,7432455476788901,570.93,3.727525216523362e+20,1.8498,3223,790661,790811
2023-05-22,btc,499281,144,7085607554538752,602.53,3.532003983082389e+20,1.7075,3467,790812,790955
2023-05-23,btc,519870,154,7581104586324680,555.33,3.832191260718418e+20,1.7933,3376,790956,791109
2023-05-24,btc,405521,141,6936958445002974,607.62,3.502416877872593e+20,1.7937,2876,791110,791250
2023-05-25,btc,460167,151,7432455476788901,566.51,3.7565639175052565e+20,1.7179,3047,791251,791401
2023-05-26,btc,532373,153,7531554883146088,566.11,3.759271791458436e+20,1.6706,3480,791402,791554
2023-05-27,btc,471633,145,7135157257717346,593.35,3.58663285157509e+20,1.7947,3253,791555,791699
2023-05-28,btc,496158,160,7878402805396235,541.44,3.9305233414131286e+20,1.6966,3101,791700,791859
2023-05-29,btc,550324,162,7977502211753422,528.84,4.024184149401432e+20,1.7246,3397,791860,792021
2023-05-30,btc,515246,154,7581104586324680,558.41,3.811109633622842e+20,1.6985,3346,792022,792175
2023-05-31,btc,421579,141,6985812879863632,601.62,3.562258878386963e+20,1.6808,2990,792176,792316
2023-06-01,btc,355930,132,6711698391111018,645.46,3.409204079053591e+20,1.5993,2696,792317,792448
2023-06-02,btc,479437,164,8351197234741190,523.35,4.2046419953648094e+20,1.6382,2923,792449,792612
2023-06-03,btc,381453,130,6609229713384132,658.02,3.3441038429329444e+20,1.6878,2934,792613,792742
2023-06-04,btc,364020,148,7531447812926104,567.69,3.87625189311544e+20,1.7966,2460,792743,792890
2023-06-05,btc,359254,138,7019104424291675,624.09,3.525944321583819e+20,1.5976,2603,792891,793028
2023-06-06,btc,462072,151,7685150829516433,563.72,3.903530296080838e+20,1.692,3060,793029,793179
2023-06-07,btc,433781,135,6865401407701347,634.99,3.4653920624275345e+20,1.6217,3213,793180,793314
2023-06-08,btc,407006,154,7838853846106761,558.33,3.941236760998356e+20,1.6935,2643,793315,793468
2023-06-09,btc,387084,169,8607368929058404,508.61,4.326518275274722e+20,1.6309,2290,793469,793637
2023-06-10,btc,365369,154,7838853846106761,562.88,3.909339290899125e+20,1.8977,2373,793638,793791
2023-06-11,btc,399201,163,8299962895877747,530.5,4.147970025460301e+20,1.9987,2449,793792,793954
2023-06-12,btc,370634,157,7992556862697090,549.75,4.002725054127677e+20,1.6962,2361,793955,794111
2023-06-13,btc,410483,147,7480213474062661,574.73,3.828731899059441e+20,1.7982,2792,794112,794258
2023-06-14,btc,330658,121,6232944308608536,715.47,3.1180455603875086e+20,1.6151,2733,794259,794379
2023-06-15,btc,423069,148,7695514599956658,580.01,3.87651984854969e+20,1.7737,2859,794380,794527
2023-06-16,btc,512202,153,7957266797234096,554.86,4.052241627202967e+20,1.6544,3348,794528,794680
2023-06-17,btc,475252,140,7276711084312758,610.91,3.680488497993782e+20,1.7132,3395,794681,794820
2023-06-18,btc,439868,151,7852565918323121,574.35,3.9147685264279424e+20,1.9842,2913,794821,794971
2023-06-19,btc,415604,142,7381411963223734,606.04,3.710027030420481e+20,1.7669,2927,794972,795113
2023-06-20,btc,447715,136,7067309326490808,630.97,3.5634545764893354e+20,1.6815,3292,795114,795249
2023-06-21,btc,363280,121,6282052734658498,715.75,3.141368150786543e+20,1.6081,3002,795250,795370
2023-06-22,btc,392041,137,7119659765946296,609.78,3.687291191774552e+20,1.6401,2862,795371,795507
2023-06-23,btc,374001,125,6491454492480446,688.46,3.265890984862865e+20,1.664,2992,795508,795632
2023-06-24,btc,361437,146,7590813721045684,590.83,3.805523068706946e+20,1.7819,2476,795633,795778
2023-06-25,btc,382769,153,7957266797234096,560.48,4.011620750492072e+20,1.8681,2502,795779,795931
2023-06-26,btc,403979,146,7590813721045684,595.77,3.774025499724409e+20,1.7231,2767,795932,796077
2023-06-27,btc,434858,140,7276711084312758,615.27,3.654366209038971e+20,1.717,3106,796078,796217
2023-06-28,btc,331278,108,5591271623590584,804.5,2.7897362677448425e+20,1.6808,3067,796218,796325
2023-06-29,btc,438193,146,7343699932503424,590.38,3.684475327578952e+20,1.6766,3001,796326,796471
2023-06-30,btc,445197,158,7951454409676121,544.21,3.997054885265145e+20,1.6569,2818,796472,796629
2023-07-01,btc,324274,133,6685299248899668,643.39,3.380920277178923e+20,1.6568,2438,796630,796762
2023-07-02,btc,309920,171,8609855093279877,502.94,4.325085211398508e+20,1.8167,1812,796763,796933
2023-07-03,btc,328114,137,6887884074623901,626.71,3.470907269470255e+20,1.7802,2395,796934,797070
2023-07-04,btc,375807,141,7090468900348133,577.99,3.763434056315613e+20,1.7273,2665,797071,797211
2023-07-05,btc,496227,156,7850161996814005,547.77,3.971095477788821e+20,1.6917,3181,797212,797367
2023-07-06,btc,392688,139,6989176487486017,618.9,3.51469235197225e+20,1.6521,2825,797368,797506
2023-07-07,btc,556014,175,8812439919004109,494.07,4.402701150438249e+20,1.7994,3177,797507,797681
2023-07-08,btc,573697,178,8964378538297284,481.34,4.519086439934167e+20,1.7515,3223,797682,797859
2023-07-09,btc,594265,169,8508562680417761,510.32,4.262535831985395e+20,1.7636,3516,797860,798028
2023-07-10,btc,507115,154,7748869583951889,558.54,3.894489795340638e+20,1.6637,3293,798029,798182
2023-07-11,btc,432293,135,6786591661761784,628.8,3.4593561801793464e+20,1.715,3202,798183,798317
2023-07-12,btc,478320,144,7653793307460866,602.13,3.817756453851471e+20,1.7033,3322,798318,798461
2023-07-13,btc,375859,120,6415429587125501,725.29,3.192452817343855e+20,1.6014,3132,798462,798581
2023-07-14,btc,421666,138,7385830701144480,618.17,3.745693220513679e+20,1.6025,3056,798582,798719
2023-07-15,btc,484980,138,7385830701144480,626.15,3.697967092771011e+20,1.6834,3514,798720,798857
2023-07-16,btc,595145,155,8302320642162408,551.49,4.19853946061383e+20,1.7313,3840,798858,799012
2023-07-17,btc,428612,136,7278008355142370,620.39,3.73226127605593e+20,1.6155,3152,799013,799148
2023-07-18,btc,582684,162,8679698853169790,532.88,4.345178300754477e+20,1.7255,3597,799149,799310
2023-07-19,btc,480249,148,7924942431155026,575.65,4.0223311665536415e+20,1.7388,3245,799311,799458
2023-07-20,btc,400400,128,6846718971133938,657.3,3.5226989549124944e+20,1.5757,3128,799459,799586
2023-07-21,btc,323847,112,5984140203117064,775.58,2.985478570672977e+20,1.5836,2891,799587,799698
2023-07-22,btc,288750,134,7170186009140260,626.62,3.695145776447868e+20,1.6689,2155,799699,799832
2023-07-23,btc,559624,147,7871031258153971,585.85,3.952325606140837e+20,1.7304,3807,799833,799979
2023-07-24,btc,529923,150,8032764777157134,574.95,4.027275615388728e+20,1.7009,3533,799980,800129
2023-07-25,btc,462586,138,7385830701144480,614.75,3.766507321832832e+20,1.6839,3352,800130,800267
2023-07-26,btc,452746,144,7614326082894163,589.69,3.878242692808801e+20,1.6829,3144,800268,800411
2023-07-27,btc,413038,138,7168978752691807,619.49,3.627963861026297e+20,1.6535,2993,800412,800549
2023-07-28,btc,449225,140,7273635376818695,593.96,3.783872054173876e+20,1.6297,3209,800550,800689
2023-07-29,btc,423119,132,6855008880311144,626.95,3.584809321164732e+20,1.6167,3205,800690,800821
2023-07-30,btc,645854,168,8738828114595124,511.22,4.396301093723077e+20,1.7218,3844,800822,800989
2023-07-31,btc,445666,141,7325963688882139,591.53,3.799451113994289e+20,1.6788,3161,800990,801130
2023-08-01,btc,412219,139,7221307064755251,621.75,3.6147920977025394e+20,1.6503,2966,801131,801269
2023-08-02,btc,390768,154,8006231745706909,555.85,4.043330414722578e+20,1.5706,2537,801270,801423
2023-08-03,btc,476007,151,7849246809516578,570.89,3.936784261520663e+20,1.6902,3152,801424,801574
2023-08-04,btc,318486,121,6279397447613263,702.58,3.19892380126497e+20,1.5942,2632,801575,801695
2023-08-05,btc,500723,154,8006231745706909,555.16,4.048328645162251e+20,1.6929,3251,801696,801849
2023-08-06,btc,607275,164,8529514866341348,505.68,4.4444698762140464e+20,1.7098,3703,801850,802013
2023-08-07,btc,427534,146,7587605249199358,592.89,3.79072879762114e+20,1.7,2928,802014,802159
2023-08-08,btc,331194,125,6488710695867039,678.13,3.314242250018354e+20,1.5628,2650,802160,802284
2023-08-09,btc,506746,162,8429824728731366,530.33,4.240401663201491e+20,1.6556,3128,802285,802446
2023-08-10,btc,358039,127,6601288551653798,672.66,3.3452089482404895e+20,1.5589,2819,802447,802573
2023-08-11,btc,506538,151,7858676847206906,569.83,3.948892066427925e+20,1.6408,3355,802574,802724
2023-08-12,btc,503934,167,8696935710908976,520.17,4.325873726521583e+20,1.5946,3018,802725,802891
2023-08-13,btc,497112,135,7020417983504836,631.32,3.564247626204657e+20,1.7009,3682,802892,803026
2023-08-14,btc,568517,171,8906500426834492,507.85,4.4307787172136655e+20,1.7121,3325,803027,803197
2023-08-15,btc,583063,171,8906500426834492,503.44,4.469606596373685e+20,1.6554,3410,803198,803368
2023-08-16,btc,566832,163,8487370994983458,519.3,4.333089359239356e+20,1.6853,3477,803369,803531
2023-08-17,btc,502274,156,8120632742113802,555.99,4.047140492487216e+20,1.6443,3220,803532,803687
2023-08-18,btc,423207,139,7229982699430353,617.54,3.643766119231077e+20,1.631,3045,803688,803826
2023-08-19,btc,519780,140,7282373878411732,611.78,3.6781116037751885e+20,1.6989,3713,803827,803966
2023-08-20,btc,612461,162,8434979816002078,530.87,4.2386758455772814e+20,1.7218,3781,803967,804128
2023-08-21,btc,550074,165,8592153352946217,524.13,4.2931951618973145e+20,1.634,3334,804129,804293
2023-08-22,btc,420857,143,7610751468732530,606.25,3.7970807039611306e+20,1.7289,2943,804294,804436
2023-08-23,btc,417822,142,7842623623659569,609.6,3.9188184352624496e+20,1.6876,2942,804437,804578
2023-08-24,btc,399151,139,7675759291241280,614.49,3.887679704695744e+20,1.5706,2872,804579,804717
2023-08-25,btc,425192,135,7453273514683562,622.67,3.836569188344504e+20,1.6279,3150,804718,804852
2023-08-26,btc,497513,137,7564516402962422,634.43,3.765440534146838e+20,1.6637,3631,804853,804989
2023-08-27,btc,413594,116,6396466076034403,705.55,3.3859119779315745e+20,1.6943,3565,804990,805105
2023-08-28,btc,331345,118,6507708964313263,732.01,3.263517680379648e+20,1.5833,2808,805106,805223
2023-08-29,btc,500301,158,8732566729890444,530.54,4.502801910680968e+20,1.6584,3166,805224,805381
2023-08-30,btc,408001,126,6952680517428700,688.51,3.4696894685225674e+20,1.6238,3238,805382,805507
2023-08-31,btc,437435,144,7953866511938428,601.78,3.969786011751359e+20,1.6487,3038,805508,805651
2023-09-01,btc,419548,151,8343216620914435,574.13,4.160919940811789e+20,1.688,2778,805652,805802
2023-09-02,btc,539748,152,8398838065053864,563.79,4.2372211497076654e+20,1.7061,3551,805803,805954
2023-09-03,btc,625257,158,8732566729890444,544.17,4.3900144571916806e+20,1.6833,3957,805955,806112
2023-09-04,btc,573196,149,8231973732635576,570.68,4.186080908727205e+20,1.6294,3847,806113,806261
2023-09-05,btc,462093,124,6841437629149840,696.7,3.428915778796922e+20,1.5411,3727,806262,806385
2023-09-06,btc,485357,135,7275246000519664,626.87,3.71987424316509e+20,1.5452,3595,806386,806520
2023-09-07,btc,537939,146,7851770643574600,590.93,3.9357061480826025e+20,1.6538,3685,806521,806666
2023-09-08,btc,414799,133,7147818792771360,652.26,3.5656633084028885e+20,1.6144,3119,806667,806799
2023-09-09,btc,597409,151,8122521355422000,564.67,4.1187678373788765e+20,1.6966,3956,806800,806950
2023-09-10,btc,558395,147,7905920785944080,583.99,3.9824626415205233e+20,1.6587,3799,806951,807097
2023-09-11,btc,459132,159,8555722494377840,536.85,4.332144383835088e+20,1.5389,2888,807098,807256
2023-09-12,btc,462328,141,7581019931727200,612.73,3.795695213109099e+20,1.6131,3279,807257,807397
2023-09-13,btc,512446,147,7905920785944080,586.04,3.968545758677502e+20,1.6724,3486,807398,807544
2023-09-14,btc,576215,162,8718172921486280,522.76,4.4489648280329296e+20,1.6847,3557,807545,807706
2023-09-15,btc,703692,188,10126076623092760,457.48,5.083772800730987e+20,1.6998,3743,807707,807894
2023-09-16,btc,593144,155,8339121924899920,552.99,4.205711058442447e+20,1.6846,3827,807895,808049
2023-09-17,btc,611220,149,8014221070683040,570.98,4.073228495532544e+20,1.7225,4102,808050,808198
2023-09-18,btc,635845,156,8393272067269400,548.84,4.237548963835945e+20,1.7436,4076,808199,808354
2023-09-19,btc,493887,139,7704358503930354,620.98,3.8613650517580205e+20,1.671,3553,808355,808493
2023-09-20,btc,551783,146,8282381339172120,589.74,4.159900481183556e+20,1.6569,3779,808494,808639
2023-09-21,btc,431540,138,7825422368735038,622.56,3.940618957580969e+20,1.6413,3127,808640,808777
2023-09-22,btc,441679,129,7311343526993318,666.19,3.682566532772492e+20,1.6316,3424,808778,808906
2023-09-23,btc,629617,156,8853580052218472,547.61,4.479952494910027e+20,1.6663,4036,808907,809062
2023-09-24,btc,441181,146,8282381339172120,586.81,4.180678472257538e+20,1.6792,3022,809063,809208
2023-09-25,btc,285750,145,8225261467867485,596.62,4.111977117029996e+20,1.7312,1971,809209,809353
2023-09-26,btc,309789,136,7711182626125768,627.88,3.907233872008585e+20,1.7226,2278,809354,809489
2023-09-27,btc,337265,157,8910699923523108,536.42,4.573404645682638e+20,1.6966,2148,809490,809646
2023-09-28,btc,378975,146,8282381339172120,582.04,4.214957697609476e+20,1.7176,2596,809647,809792
2023-09-29,btc,330269,147,8339501210476756,575.92,4.2597234897960495e+20,1.7132,2247,809793,809939
2023-09-30,btc,275474,138,7825422368735038,620.43,3.95415630196871e+20,1.7385,1996,809940,810077
2023-10-01,btc,320516,141,7996781982648944,603.14,4.067541904655343e+20,1.7667,2273,810078,810218
2023-10-02,btc,344263,157,8910699923523108,551.03,4.452154437012302e+20,1.7953,2193,810219,810375
2023-10-03,btc,310664,164,9332315810514812,525.04,4.683515173006257e+20,1.8681,1894,810376,810539
2023-10-04,btc,287430,131,7451796069803546,661.72,3.7204989789207154e+20,1.7389,2194,810540,810670
2023-10-05,btc,319310,141,8025011152096126,614.0,4.0096743192517614e+20,1.5183,2265,810671,810811
2023-10-06,btc,298650,160,9114119808452030,539.55,4.562921412899936e+20,1.4546,1867,810812,810971
2023-10-07,btc,244567,171,9744656398973868,503.89,4.885828085306191e+20,1.586,1430,810972,811142
2023-10-08,btc,242440,148,8426261709700933,582.43,4.227024828095186e+20,1.8458,1638,811143,811290
2023-10-09,btc,283648,156,8884833775534998,543.41,4.530568278520091e+20,1.812,1818,811291,811446
2023-10-10,btc,285060,162,9228762824910546,535.4,4.598340411783358e+20,1.7713,1760,811447,811608
2023-10-11,btc,264600,160,9114119808452030,539.95,4.559573045371949e+20,1.4712,1654,811609,811768
2023-10-12,btc,267090,165,9400727349598320,515.91,4.77204748018976e+20,1.3759,1619,811769,811933
2023-10-13,btc,279518,138,7853046627408352,623.03,3.951564458869658e+20,1.5206,2025,811934,812071
2023-10-14,btc,265220,146,8311618693242417,588.49,4.18348905606385e+20,1.7657,1817,812072,812217
2023-10-15,btc,251923,167,9515370366056836,516.3,4.7684181424336287e+20,1.8809,1509,812218,812384
2023-10-16,btc,299782,141,8314326704901697,610.39,4.178828525968618e+20,1.6768,2126,812385,812525
2023-10-17,btc,294257,162,9825939799291274,533.83,4.910302991462177e+20,1.6921,1816,812526,812687
2023-10-18,btc,271345,145,8788418205577288,578.34,4.532362576881336e+20,1.6082,1871,812688,812832
2023-10-19,btc,282007,140,8483264795661410,595.22,4.403861106022104e+20,1.7077,2014,812833,812972
2023-10-20,btc,295888,134,8117080703762356,638.91,4.102688574480963e+20,1.526,2208,812973,813106
2023-10-21,btc,270518,150,9093571615493168,569.6,4.601877283451007e+20,1.4899,1803,813107,813256
2023-10-22,btc,252457,153,9276663661442692,567.41,4.619688686071004e+20,1.6527,1650,813257,813409
2023-10-23,btc,301780,157,9520786389375396,548.81,4.776259277053899e+20,1.9159,1922,813410,813566
2023-10-24,btc,373854,126,7628835247896954,678.26,3.8646880111685816e+20,1.5767,2967,813567,813692
2023-10-25,btc,476549,144,8727387523594114,600.8,4.362898678153424e+20,1.5954,3309,813693,813836
2023-10-26,btc,431256,150,9093571615493168,568.7,4.60920891856791e+20,1.6641,2875,813837,813986
2023-10-27,btc,452816,154,9337694343425868,556.82,4.7075019162216e+20,1.6563,2940,813987,814140
2023-10-28,btc,564383,160,9703878435324924,538.21,4.870329012454596e+20,1.6691,3527,814141,814300
2023-10-29,btc,410290,137,8300172749711883,631.74,4.149281916192901e+20,1.6579,2995,814301,814437
2023-10-30,btc,463202,156,9646018366254648,554.43,4.820952036361835e+20,1.6925,2969,814438,814593
2023-10-31,btc,433751,155,9619374636676842,555.84,4.8265633328075e+20,1.6798,2798,814594,814748
2023-11-01,btc,463644,149,9244593806676446,566.3,4.7373591285933546e+20,1.5949,3112,814749,814897
2023-11-02,btc,403545,144,8932276448342783,592.14,4.530662197607738e+20,1.6289,2802,814898,815041
2023-11-03,btc,452354,136,8432568675008918,638.6,4.201042405312241e+20,1.5985,3326,815042,815177
2023-11-04,btc,698914,168,10431399768344368,516.58,5.1933511292052806e+20,1.6867,4160,815178,815345
2023-11-05,btc,673375,163,10119082410010704,521.81,5.14132090621708e+20,1.7244,4131,815346,815508
2023-11-06,btc,439319,127,7870397430008327,680.48,3.942466214344154e+20,1.6757,3459,815509,815635
2023-11-07,btc,450371,133,8245178260008720,635.2,4.223498870135799e+20,1.5932,3386,815636,815768
2023-11-08,btc,583201,149,9244593806676446,572.41,4.686807614112809e+20,1.6538,3914,815769,815917
2023-11-09,btc,573466,143,8869812976676050,607.22,4.418156759229927e+20,1.6636,4010,815918,816060
2023-11-10,btc,523831,154,9556911165010108,559.59,4.794213871602097e+20,1.6213,3402,816061,816214
2023-11-11,btc,627529,160,9931691995010508,535.18,5.01284371548113e+20,1.6611,3922,816215,816374
2023-11-12,btc,703327,161,10118201970336016,533.14,5.094468724067847e+20,1.7385,4368,816375,816535
2023-11-13,btc,428507,121,7761430536419594,710.41,3.91032039368179e+20,1.6717,3541,816536,816656
2023-11-14,btc,523422,138,8860966529079036,623.68,4.454094079554456e+20,1.6434,3793,816657,816794
2023-11-15,btc,561942,148,9507752407114004,571.91,4.857261796222232e+20,1.6203,3797,816795,816942
2023-11-16,btc,628426,148,9507752407114004,584.81,4.7501350107622605e+20,1.6811,4246,816943,817090
2023-11-17,btc,536644,150,9637109582720996,568.09,4.889902710790219e+20,1.6211,3578,817091,817240
2023-11-18,btc,629266,149,9572430994917500,580.55,4.784953570259934e+20,1.6872,4223,817241,817389
2023-11-19,btc,710579,170,10930681338790928,500.01,5.555782638442685e+20,1.7211,4180,817390,817559
2023-11-20,btc,640670,166,10671966987576944,516.95,5.373727864804283e+20,1.7177,3859,817560,817725
2023-11-21,btc,522593,152,9766466758327992,560.92,4.952438083624347e+20,1.8118,3438,817726,817877
2023-11-22,btc,535829,142,9119680880293024,607.72,4.571033753552385e+20,1.6735,3773,817878,818019
2023-11-23,btc,587706,147,9443073819310506,580.34,4.786754620927007e+20,1.6707,3998,818020,818166
2023-11-24,btc,623898,168,10801324163183936,513.81,5.40647430097423e+20,1.7514,3714,818167,818334
2023-11-25,btc,617234,159,10219216872952468,538.67,5.156997093180853e+20,1.8285,3882,818335,818493
2023-11-26,btc,578484,146,9850600390844792,587.31,4.968060888285956e+20,1.8264,3962,818494,818639
2023-11-27,btc,479487,130,8766554948557827,640.88,4.554281491477712e+20,1.7804,3688,818640,818769
2023-11-28,btc,447662,147,9921837383639092,567.6,5.142329107260871e+20,1.7175,3045,818770,818916
2023-11-29,btc,360588,136,9174301690351214,623.95,4.677896516056176e+20,1.5893,2651,818917,819052
2023-11-30,btc,411882,134,9038386109753418,648.17,4.503065035323303e+20,1.7535,3074,819053,819186
2023-12-01,btc,496549,169,11416908770214844,512.37,5.696606541681769e+20,1.8705,2938,819187,819355
2023-12-02,btc,429362,127,8562681577661134,677.59,4.307584958549973e+20,1.6821,3381,819356,819482
2023-12-03,btc,707876,165,11145077609019254,507.13,5.755479065772051e+20,1.7213,4290,819483,819647
2023-12-04,btc,570395,155,10465499706030276,554.68,5.262114138807967e+20,1.6799,3680,819648,819802
2023-12-05,btc,514962,138,9310217270949010,612.66,4.764052981161657e+20,1.6039,3732,819803,819940
2023-12-06,btc,467795,136,9174301690351214,627.78,4.649359967397756e+20,1.5178,3440,819941,820076
2023-12-07,btc,372050,115,7747188094074359,741.09,3.938487701814538e+20,1.6512,3235,820077,820191
2023-12-08,btc,411456,135,9106343900052316,641.15,4.5523953298477305e+20,1.7803,3048,820192,820326
2023-12-09,btc,587398,157,10601415286628072,546.58,5.3400180547435744e+20,1.7251,3741,820327,820483
2023-12-10,btc,536175,140,9373121911097756,618.29,4.684234957248596e+20,1.7632,3830,820484,820623
2023-12-11,btc,525486,158,10567027383618926,542.45,5.329134027121757e+20,1.7876,3326,820624,820781
2023-12-12,btc,543162,144,9624744686990486,597.68,4.836659763066164e+20,1.6237,3772,820782,820925
2023-12-13,btc,587920,149,9961274221500644,578.4,4.997879397665167e+20,1.5409,3946,820926,821074
2023-12-14,btc,570985,146,9759356500794552,572.27,5.051412646683812e+20,1.5074,3911,821075,821220
2023-12-15,btc,632636,163,10903556918129084,526.54,5.490148814574493e+20,1.6375,3881,821221,821383
2023-12-16,btc,638144,152,10163191942206736,562.75,5.1368728466900445e+20,1.6691,4198,821384,821535
2023-12-17,btc,616808,150,10028580128402676,577.52,5.005511176851246e+20,1.6647,4112,821536,821685
2023-12-18,btc,640936,168,11240086452639240,514.25,5.6213092359452944e+20,1.6658,3815,821686,821853
2023-12-19,btc,662880,162,10836251011227052,527.37,5.481514110247464e+20,1.6933,4092,821854,822015
2023-12-20,btc,582506,145,9692050593892520,595.69,4.852824156488855e+20,1.664,4017,822016,822160
2023-12-21,btc,588137,146,9759356500794552,581.53,4.970958587428856e+20,1.7028,4028,822161,822306
2023-12-22,btc,625531,168,11240086452639240,514.92,5.613987780060725e+20,1.7013,3723,822307,822474
2023-12-23,btc,608479,160,11204564832112312,536.04,5.646279422719008e+20,1.7699,3803,822475,822634
2023-12-24,btc,723459,171,12241044901356408,505.92,6.112932530311062e+20,1.7911,4231,822635,822805
2023-12-25,btc,535892,139,9936848214042260,618.64,4.9990556855946864e+20,1.8434,3855,822806,822944
2023-12-26,btc,553693,139,9936848214042260,620.14,4.98702229572997e+20,1.7657,3983,822945,823083
2023-12-27,btc,545556,129,9216786749256590,668.69,4.624941310199926e+20,1.6756,4229,823084,823212
2023-12-28,btc,417180,121,8640737577428054,717.23,4.311952932990781e+20,1.6994,3448,823213,823333
2023-12-29,btc,581449,151,10800921971785066,559.37,5.528825056369071e+20,1.6811,3851,823334,823484
2023-12-30,btc,533823,145,10368885092913664,586.38,5.2741683092974856e+20,1.6254,3682,823485,823629
2023-12-31,btc,731351,156,11160952704177902,548.94,5.633886919744591e+20,1.6993,4688,823630,823785
2024-01-01,btc,657752,155,11088946557699336,542.03,5.705705243963296e+20,1.6536,4244,823786,823940
2024-01-02,btc,367319,131,9360799042213724,652.18,4.741970861334222e+20,1.7185,2804,823941,824071
2024-01-03,btc,502749,158,11304964997135036,542.8,5.6976090948168496e+20,1.7715,3182,824072,824229
2024-01-04,btc,482557,170,12169038754877842,506.85,6.101662830787187e+20,1.7824,2839,824230,824399
2024-01-05,btc,420884,138,9864842067563694,624.64,4.95105801397484e+20,1.7746,3050,824400,824537
2024-01-06,btc,382140,140,10168513716056914,607.94,5.168209062220945e+20,1.848,2730,824538,824677
2024-01-07,btc,348688,118,8564123202154457,735.24,4.275906335766968e+20,1.7768,2955,824678,824795
2024-01-08,btc,414359,123,8930111373186700,698.51,4.5007552744108674e+20,1.6502,3369,824796,824918
2024-01-09,btc,468088,152,11052842765173700,562.48,5.589233782025013e+20,1.7541,3080,824919,825070
2024-01-10,btc,383774,133,9662087715251182,634.47,4.955026954995485e+20,1.7924,2886,825071,825203
2024-01-11,btc,449075,173,12589993083509116,498.3,6.30905032792013e+20,1.5768,2596,825204,825376
2024-01-12,btc,375872,168,12224004912476874,508.4,6.18372746843239e+20,1.6494,2237,825377,825544
2024-01-13,btc,652483,159,11565226204618840,540.23,5.819423159435789e+20,1.7331,4104,825545,825703
2024-01-14,btc,591806,128,9296099544218940,672.43,4.675337071451422e+20,1.7433,4623,825704,825831
2024-01-15,btc,408499,114,8271332665328665,751.19,4.185135395589643e+20,1.731,3583,825832,825945
2024-01-16,btc,470122,125,9076506641599596,681.44,4.613462785074032e+20,1.7053,3761,825946,826070
2024-01-17,btc,449433,121,8783716104773804,708.65,4.436342976945836e+20,1.7186,3714,826071,826191
2024-01-18,btc,484017,142,10320866423109216,605.79,5.1896347000138826e+20,1.7471,3409,826192,826333
2024-01-19,btc,460763,132,9588890081044734,632.79,4.968149163171434e+20,1.6686,3491,826334,826465
2024-01-20,btc,563331,143,10254212456538172,606.23,5.116048922235845e+20,1.6923,3939,826466,826608
2024-01-21,btc,600202,140,9777749266776486,602.72,5.012666013666236e+20,1.6911,4287,826609,826748
2024-01-22,btc,457620,160,11184619664873824,536.94,5.62672191520036e+20,1.7018,2860,826749,826908
2024-01-23,btc,368462,154,10762558545444620,563.24,5.364065793324047e+20,1.538,2393,826909,827062
2024-01-24,btc,372499,150,10481184465825156,579.38,5.214570533785362e+20,1.7584,2483,827063,827212
2024-01-25,btc,340188,181,12661833582876024,475.16,6.358404399243175e+20,1.6718,1879,827213,827393
2024-01-26,btc,493218,152,10621871505634888,563.39,5.362585896536596e+20,1.6318,3245,827394,827545
2024-01-27,btc,597446,171,11958398383827356,502.77,6.009164508555854e+20,1.74,3494,827546,827716
2024-01-28,btc,636407,160,11184619664873824,542.14,5.572739954157325e+20,1.7777,3978,827717,827876
2024-01-29,btc,575203,156,10903245585254356,522.39,5.783438911329221e+20,1.7201,3687,827877,828032
2024-01-30,btc,523509,144,10059123346395954,601.22,5.025194337730093e+20,1.6928,3635,828033,828176
2024-01-31,btc,444450,131,9144657587632684,641.87,4.706926317606106e+20,1.679,3393,828177,828307
2024-02-01,btc,413272,153,10692215025539754,559.51,5.399750000763475e+20,1.7103,2701,828308,828460
2024-02-02,btc,429732,188,13530819359699060,453.27,6.856269586011387e+20,1.7023,2286,828461,828648
2024-02-03,btc,515539,151,11325324843584062,557.04,5.821473002509677e+20,1.6905,3414,828649,828799
