date,symbol,total_transactions,total_block_cnt,avg_block_difficulty,avg_secs_between_blocks,hashrate,avg_block_size_MB,avg_transactions_count_per_block,first_block,last_block
2021-04-27,btc,298109,142,3325059383556602,602.67,1.6805946749239227e+20,1.3167,2099,680745,680886
2021-04-28,btc,277126,142,3325059383556602,596.16,1.6989282896100983e+20,1.3116,1952,680887,681028
2021-04-29,btc,259465,122,2853419754683327,712.75,1.4210248400595098e+20,1.3643,2127,681029,681150
2021-04-30,btc,289389,145,3395805327887594,585.93,1.7285980073079115e+20,1.3888,1996,681151,681295
2021-05-01,btc,262991,139,3174038775166428,613.12,1.6112034907901788e+20,1.346,1892,681296,681434
2021-05-02,btc,235214,185,3792027615749341,458.34,1.931206227046301e+20,1.4078,1271,681435,681619
2021-05-03,btc,287007,177,3627156849847196,488.01,1.81377576522949e+20,1.4626,1622,681620,681796
2021-05-04,btc,300824,181,3709592232798269,477.47,1.853832416615957e+20,1.3365,1662,681797,681977
2021-05-05,btc,309774,157,3214979935091833,548.16,1.6147525731193648e+20,1.3476,1973,681978,682134
2021-05-06,btc,311380,170,3482894929682819,508.69,1.7400365036689886e+20,1.3618,1832,682135,682304
2021-05-07,btc,307988,172,3524112621158356,500.48,1.7685901772914835e+20,1.2963,1791,682305,682476
2021-05-08,btc,274691,171,3503503775420587,503.72,1.7572209147099156e+20,1.3109,1606,682477,682647
2021-05-09,btc,247866,186,3812636461487110,458.13,1.932079773653668e+20,1.3609,1333,682648,682833
2021-05-10,btc,303297,180,3688983387060501,478.97,1.848027410382243e+20,1.3744,1685,682834,683013
2021-05-11,btc,312115,172,3524112621158356,500.71,1.767784592015507e+20,1.3495,1815,683014,683185
2021-05-12,btc,300452,172,3524112621158356,503.29,1.758726087622409e+20,1.3712,1747,683186,683357
2021-05-13,btc,276472,161,3718991294012842,530.53,1.881715966530468e+20,1.3116,1717,683358,683518
2021-05-14,btc,266055,134,3331182849481075,621.68,1.7303615446177382e+20,1.3155,1985,683519,683652
2021-05-15,btc,232099,123,3055671485990160,703.8,1.5284646766569757e+20,1.3478,1887,683653,683775
2021-05-16,btc,219435,132,3281089874300909,658.31,1.6340836170826603e+20,1.3717,1662,683776,683907
2021-05-17,btc,250910,121,3005578510809993,698.11,1.540933404496592e+20,1.3341,2074,683908,684028
2021-05-18,btc,221018,100,2479602271418245,854.61,1.2587535946420676e+20,1.3322,2210,684029,684128
2021-05-19,btc,263419,125,3105764461170327,665.63,1.6161230935818184e+20,1.3223,2107,684129,684253
2021-05-20,btc,228039,112,2780160122499245,771.39,1.394550220005794e+20,1.3041,2036,684254,684365
2021-05-21,btc,226351,110,2730067147319078,773.17,1.39134370971456e+20,1.2896,2058,684366,684475
2021-05-22,btc,223800,116,2880346072859577,742.5,1.4488144780931426e+20,1.2896,1929,684476,684591
2021-05-23,btc,194320,119,2955485535629828,718.01,1.4982252840756743e+20,1.38,1633,684592,684710
2021-05-24,btc,234755,126,3130810948760410,681.44,1.5786253386809924e+20,1.3459,1863,684711,684836
2021-05-25,btc,233644,123,3055671485990160,700.59,1.5354746700261438e+20,1.3595,1900,684837,684959
2021-05-26,btc,230753,122,3030624998400076,697.73,1.5417749783320556e+20,1.3002,1891,684960,685081
2021-05-27,btc,214035,117,2905392560449661,718.55,1.4970925747640123e+20,1.2624,1829,685082,685198
2021-05-28,btc,218311,119,2955485535629828,719.57,1.494978591118863e+20,1.3439,1835,685199,685317
2021-05-29,btc,198332,116,2880346072859577,745.57,1.4428327386074245e+20,1.3227,1710,685318,685433
2021-05-30,btc,179795,144,3029819256948730,597.8,1.5222345906213667e+20,1.4992,1249,685434,685577
2021-05-31,btc,226469,141,2946682280143217,591.04,1.5294883166458593e+20,1.4407,1606,685578,685718
2021-06-01,btc,234561,142,2967730010715669,609.04,1.4843029717238658e+20,1.3657,1652,685719,685860
2021-06-02,btc,250589,166,3472875544454506,513.64,1.7599658867164162e+20,1.2911,1510,685861,686026
2021-06-03,btc,255621,147,3072968663577927,579.65,1.5595481350010067e+20,1.2937,1739,686027,686173
2021-06-04,btc,236672,131,2736204974418702,662.82,1.3638528532130444e+20,1.2902,1807,686174,686304
2021-06-05,btc,194580,131,2736204974418702,661.29,1.3670099200028892e+20,1.0839,1485,686305,686435
2021-06-06,btc,185305,150,3136111855295281,576.65,1.567660741272927e+20,0.9487,1235,686436,686585
2021-06-07,btc,235479,133,2778300435563605,648.59,1.3937801655346364e+20,1.2507,1771,686586,686718
2021-06-08,btc,246906,149,3115064124722830,581.39,1.5548774539929128e+20,1.2863,1657,686719,686867
2021-06-09,btc,210911,126,2630966321556444,686.26,1.3172826826096787e+20,1.0676,1674,686868,686993
2021-06-10,btc,252983,118,2462584476976832,734.17,1.2313115313805623e+20,1.3115,2144,686994,687111
2021-06-11,btc,216502,105,2188963979534962,824.27,1.0967207204778911e+20,1.4019,2062,687112,687216
2021-06-12,btc,222774,132,2757252704991153,652.02,1.3864600878947875e+20,1.4898,1688,687217,687348
2021-06-13,btc,187098,132,2729379216361433,652.95,1.3704866340084248e+20,1.1749,1417,687349,687480
2021-06-14,btc,242416,135,2670993997653207,633.12,1.3522044211005474e+20,1.2635,1796,687481,687615
2021-06-15,btc,241861,131,2591262833544156,660.51,1.2961345731037246e+20,1.2942,1846,687616,687746
2021-06-16,btc,252937,123,2431800505326054,706.2,1.2122781513500716e+20,1.354,2056,687747,687869
2021-06-17,btc,237725,130,2571330042516893,664.29,1.2887608602607383e+20,1.1697,1829,687870,687999
2021-06-18,btc,222918,124,2451733296353317,661.15,1.294882542805889e+20,1.164,1798,688000,688123
2021-06-19,btc,187042,103,2033144684780800,832.25,1.0286594332865783e+20,1.1876,1816,688124,688226
2021-06-20,btc,167249,105,2073010266835325,799.63,1.070622556014761e+20,1.2624,1593,688227,688331
2021-06-21,btc,205050,105,2073010266835325,811.19,1.0553685577177416e+20,1.3532,1953,688332,688436
2021-06-22,btc,196523,91,1793951192453647,900.53,9.506664818636628e+19,1.3929,2160,688437,688527
2021-06-23,btc,232704,101,1993279102726274,846.45,1.0114086547356102e+20,1.3926,2304,688528,688628
2021-06-24,btc,233278,105,2073010266835325,820.63,1.0432376003667416e+20,1.3809,2222,688629,688733
2021-06-25,btc,218245,110,2172674221971639,760.26,1.12607577451253e+20,1.3957,1984,688734,688843
2021-06-26,btc,181628,89,1754085610399121,977.3,8.75995945565036e+19,1.4204,2041,688844,688932
2021-06-27,btc,121538,58,1136169088553976,1380.05,6.203436276350323e+19,1.4253,2095,688933,688990
2021-06-28,btc,221000,88,1734152819371859,982.78,8.711058975776388e+19,1.3713,2511,688991,689078
2021-06-29,btc,205616,90,1774018401426384,963.48,8.8855405441732e+19,1.4013,2285,689079,689168
2021-06-30,btc,215304,88,1734152819371859,935.72,9.149137241386998e+19,1.3594,2447,689169,689256
2021-07-01,btc,233683,96,1893615147589961,883.23,9.69289228563659e+19,1.3924,2434,689257,689352
2021-07-02,btc,188568,90,1774018401426384,958.55,8.931264451979837e+19,1.4039,2095,689353,689442
2021-07-03,btc,237463,127,1965694664782034,679.37,9.862843807430512e+19,1.4205,1870,689443,689569
2021-07-04,btc,171850,115,1637384926797236,742.07,8.313058196081947e+19,1.4412,1494,689570,689684
2021-07-05,btc,223760,132,1881556363249456,658.02,9.37485997347723e+19,1.3276,1695,689685,689816
2021-07-06,btc,228279,142,2025186619986055,611.13,1.0094245379587655e+20,1.097,1608,689817,689958
2021-07-07,btc,221227,123,1752289132186516,700.26,8.809374140693542e+19,1.1737,1799,689959,690081
2021-07-08,btc,230719,139,1982097542965075,611.43,1.0089294623554942e+20,1.03,1660,690082,690220
2021-07-09,btc,227511,131,1867193337575796,659.83,9.349173821023024e+19,1.2597,1737,690221,690351
2021-07-10,btc,187263,161,2298084107785595,534.33,1.154516923969081e+20,0.8406,1163,690352,690512
2021-07-11,btc,166144,125,1781015183533836,650.54,9.48269052643245e+19,1.1105,1329,690513,690637
2021-07-12,btc,220269,126,1795378209207496,686.95,8.980063460034752e+19,1.1771,1748,690638,690763
2021-07-13,btc,229916,136,1939008465944096,624.22,9.882494301527258e+19,1.1596,1691,690764,690899
2021-07-14,btc,236217,170,2427351338848534,507.93,1.2145006018401776e+20,0.9099,1390,690900,691069
2021-07-15,btc,226234,128,1824104260554816,670.46,9.20089272167283e+19,1.2113,1767,691070,691197
2021-07-16,btc,223466,150,2140090825375335,571.7,1.07904395307241e+20,0.9305,1490,691198,691347
2021-07-17,btc,182047,143,2037478351457178,598.69,1.0293484468224727e+20,0.7849,1273,691348,691490
2021-07-18,btc,161122,144,1955180981012422,602.51,9.746443634686507e+19,0.8039,1119,691491,691634
2021-07-19,btc,226803,170,2310668432105590,509.39,1.1528157965538473e+20,0.913,1334,691635,691804
2021-07-20,btc,230509,122,1654383907010511,691.38,8.493640431331328e+19,1.2861,1889,691805,691926
2021-07-21,btc,235680,145,1968853575285236,583.61,1.0062067725443555e+20,1.0921,1625,691927,692071
2021-07-22,btc,230282,153,2078234329467750,557.14,1.054005204932158e+20,0.9492,1505,692072,692224
2021-07-23,btc,231130,135,1832127632557095,643.72,9.122443181500627e+19,1.0535,1712,692225,692359
2021-07-24,btc,198091,154,2091906923740564,564.14,1.0409407416891646e+20,0.8431,1286,692360,692513
2021-07-25,btc,174535,153,2078234329467750,564.85,1.0396296724190777e+20,0.7928,1141,692514,692666
2021-07-26,btc,261950,150,2037216546649307,578.87,1.0144553040230064e+20,1.1472,1746,692667,692816
2021-07-27,btc,255221,170,2310668432105590,502.28,1.169140053930978e+20,1.0926,1501,692817,692986
2021-07-28,btc,251223,157,2132924706559006,551.22,1.0653256572782417e+20,1.0117,1600,692987,693143
2021-07-29,btc,262612,160,2173942489377449,537.01,1.0935317969714432e+20,1.0222,1641,693144,693303
2021-07-30,btc,255417,166,2255978055014334,513.98,1.1425179486104035e+20,0.9293,1539,693304,693469
2021-07-31,btc,207348,158,2248754525190157,543.51,1.131866161468134e+20,0.8156,1312,693470,693627
2021-08-01,btc,185157,154,2217955757021416,555.76,1.1203028825230683e+20,0.7726,1202,693628,693781
2021-08-02,btc,239277,143,2058494885601575,599.68,1.0382441680044656e+20,1.2679,1673,693782,693924
2021-08-03,btc,246198,169,2435402399866653,510.26,1.2201919719130215e+20,0.9487,1457,693925,694093
2021-08-04,btc,239596,136,1957019785607132,635.06,9.804084747772223e+19,1.1795,1762,694094,694229
2021-08-05,btc,246175,160,2304934414159510,536.65,1.1601975843800924e+20,0.9629,1539,694230,694389
2021-08-06,btc,260810,159,2290437971303161,539.6,1.1538473298689443e+20,1.0376,1640,694390,694548
2021-08-07,btc,212229,167,2406409514153954,518.19,1.2015310761662516e+20,0.7916,1271,694549,694715
2021-08-08,btc,191623,158,2275941528446812,549.43,1.1332128950020068e+20,0.8049,1213,694716,694873
2021-08-09,btc,252660,152,2188962871308717,559.83,1.11215888807216e+20,1.126,1662,694874,695025
2021-08-10,btc,260968,165,2377416628441256,514.9,1.2092093682272983e+20,0.9899,1582,695026,695190
2021-08-11,btc,262437,147,2116480657026972,588.24,1.0584417410369266e+20,1.1088,1785,695191,695337
2021-08-12,btc,250961,151,2174466428452368,573.65,1.08536755452867e+20,1.0304,1662,695338,695488
2021-08-13,btc,260624,142,2161619688355456,605.38,1.087651667413676e+20,1.2439,1835,695489,695630
2021-08-14,btc,209074,164,2535643275985516,517.28,1.2916143772525222e+20,0.7646,1275,695631,695794
2021-08-15,btc,186239,182,2815652962904162,471.7,1.416423129208798e+20,0.8236,1023,695795,695976
2021-08-16,btc,263529,161,2488974994832408,539.03,1.2395141926820372e+20,1.1054,1637,695977,696137
2021-08-17,btc,257766,172,2660092025727136,497.94,1.3417980968029925e+20,1.1411,1499,696138,696309
2021-08-18,btc,247333,135,2084516558172141,638.81,1.0458908710552248e+20,1.2484,1832,696310,696444
2021-08-19,btc,253447,154,2380082338808490,558.63,1.1960051721601076e+20,1.1141,1646,696445,696598
2021-08-20,btc,271837,160,2473418901114705,538.76,1.2401215565175066e+20,1.1527,1699,696599,696758
2021-08-21,btc,219407,170,2628979838291731,504.56,1.3241916767100215e+20,0.8427,1291,696759,696928
2021-08-22,btc,190631,164,2535643275985516,529.1,1.2627697256218e+20,0.8382,1162,696929,697092
2021-08-23,btc,270736,197,3048994368669700,429.59,1.5552834474429065e+20,0.9285,1374,697093,697289
2021-08-24,btc,263984,154,2380082338808490,561.42,1.1900598159409598e+20,1.1355,1714,697290,697443
2021-08-25,btc,263009,160,2613426774981897,541.14,1.3045620726209592e+20,0.9601,1644,697444,697603
2021-08-26,btc,258590,146,2554179790695438,589.75,1.2828447586525048e+20,1.019,1771,697604,697749
2021-08-27,btc,256813,146,2554179790695438,593.73,1.2742468631031153e+20,1.0255,1759,697750,697895
2021-08-28,btc,218268,141,2466104625499044,611.84,1.2365409382809017e+20,0.9332,1548,697896,698036
2021-08-29,btc,191650,156,2730330121088227,549.79,1.3760961518661362e+20,0.8494,1229,698037,698192
2021-08-30,btc,250955,135,2360414427263371,639.85,1.1824006029977544e+20,1.1784,1859,698193,698327
2021-08-31,btc,271163,144,2518949724616881,578.92,1.306855914416586e+20,1.1419,1883,698328,698471
2021-09-01,btc,280865,137,2395644493341928,625.25,1.2100118484072332e+20,1.2569,2050,698472,698608
2021-09-02,btc,289900,149,2607024889813275,576.97,1.3112571015558857e+20,1.2581,1946,698609,698757
2021-09-03,btc,283991,148,2589409856773996,585.44,1.2922880142672966e+20,1.2685,1919,698758,698905
2021-09-04,btc,227732,155,2712715088048948,550.19,1.3750764294271202e+20,0.8861,1469,698906,699060
2021-09-05,btc,205066,164,2871250385402458,525.8,1.4388638489640108e+20,0.8121,1250,699061,699224
2021-09-06,btc,268877,172,3012170649716689,498.8,1.5167742667132797e+20,1.0879,1563,699225,699396
2021-09-07,btc,276624,153,2677485021970390,558.74,1.3540540934547692e+20,1.1407,1808,699397,699549
2021-09-08,btc,270483,142,2595736989535833,600.04,1.3177241864043373e+20,1.1256,1905,699550,699691
2021-09-09,btc,274384,137,2504461329168081,621.1,1.2734200903129629e+20,1.1927,2003,699692,699828
2021-09-10,btc,261371,136,2486046172335962,610.85,1.2947901541901337e+20,1.1945,1922,699829,699964
2021-09-11,btc,218445,148,2707028054321381,579.94,1.363807692890974e+20,1.083,1476,699965,700112
2021-09-12,btc,192691,147,2688612897489263,586.34,1.3489129811368578e+20,0.8351,1311,700113,700259
2021-09-13,btc,255970,159,2909594779474682,540.8,1.4625160244430507e+20,1.0503,1610,700260,700418
2021-09-14,btc,268127,168,3075331190963746,514.83,1.536294650781383e+20,1.0379,1596,700419,700586
2021-09-15,btc,268957,142,2596537113328672,609.73,1.29717140285173e+20,1.3317,1894,700587,700728
2021-09-16,btc,271223,136,2486046172335962,638.24,1.2392195033284516e+20,1.5064,1994,700729,700864
2021-09-17,btc,271040,147,2688612897489263,590.41,1.3396176875081422e+20,1.224,1844,700865,701011
2021-09-18,btc,227661,155,2835934152146209,551.36,1.4344888042724598e+20,0.955,1469,701012,701166
2021-09-19,btc,200516,160,2928009936306800,533.24,1.483246673208793e+20,0.7704,1253,701167,701326
2021-09-20,btc,270233,164,3001670563635273,518.9,1.5242284797034067e+20,1.2143,1648,701327,701490
2021-09-21,btc,244568,123,2273443412681898,706.66,1.1325993025072356e+20,1.2202,1988,701491,701613
2021-09-22,btc,275235,134,2526686274513941,639.5,1.2759144199839456e+20,1.2345,2054,701614,701747
2021-09-23,btc,268689,165,3115613150528468,507.55,1.607594587694145e+20,1.0166,1628,701748,701912
2021-09-24,btc,277565,148,2792653250778566,583.05,1.3994439703600628e+20,1.2056,1875,701913,702060
2021-09-25,btc,212575,144,2716662686131530,599.12,1.361904123911389e+20,0.8405,1476,702061,702204
2021-09-26,btc,195560,139,2621674480322735,618.93,1.31830121336845e+20,0.9147,1407,702205,702343
2021-09-27,btc,255873,155,2925636738910878,555.03,1.4700806216552573e+20,1.0518,1651,702344,702498
2021-09-28,btc,262292,152,2868643815425602,570.81,1.4294518483299633e+20,1.1844,1726,702499,702650
2021-09-29,btc,241991,130,2450695709866905,665.12,1.2267523602668805e+20,1.1511,1861,702651,702780
2021-09-30,btc,293074,171,3229598997499021,503.83,1.6194816258365555e+20,1.254,1714,702781,702951
2021-10-01,btc,277042,140,2640672121484494,615.17,1.3263633537095324e+20,1.237,1979,702952,703091
2021-10-02,btc,259961,188,3552558897248923,450.49,1.811246813404156e+20,0.9429,1383,703092,703279
2021-10-03,btc,218112,150,2830648533102084,567.77,1.4371127671364025e+20,0.9103,1454,703280,703429
2021-10-04,btc,268955,156,2946425187846270,536.92,1.5206075102629573e+20,1.1672,1724,703430,703585
2021-10-05,btc,312538,164,3242566342917746,522.67,1.6346870588581537e+20,1.2747,1906,703586,703749
2021-10-06,btc,267749,131,2586095856314767,655.24,1.303952422159054e+20,1.1967,2044,703750,703880
2021-10-07,btc,325875,141,2785026306800519,607.51,1.4064028531361051e+20,1.4301,2311,703881,704021
2021-10-08,btc,280028,120,2367272360780440,721.13,1.184813360323106e+20,1.4604,2334,704022,704141
2021-10-09,btc,246189,150,2964063712237695,575.11,1.485635213420459e+20,1.2898,1641,704142,704291
2021-10-10,btc,211506,159,3143101117674871,533.9,1.600303061837287e+20,0.8816,1330,704292,704450
2021-10-11,btc,280184,146,2884491532043394,584.92,1.4607190873704872e+20,1.2661,1919,704451,704596
2021-10-12,btc,274155,134,2645774991460493,644.76,1.325145133219537e+20,1.3127,2046,704597,704730
2021-10-13,btc,288916,169,3342031568160622,510.74,1.6728531306391778e+20,1.1073,1710,704731,704899
2021-10-14,btc,282383,137,2705454126606218,632.15,1.351583887149531e+20,1.3398,2061,704900,705036
2021-10-15,btc,297746,141,2785026306800519,608.97,1.4030211253410772e+20,1.2966,2112,705037,705177
2021-10-16,btc,270052,133,2625881946411918,632.3,1.3512504891924677e+20,1.2955,2030,705178,705310
2021-10-17,btc,215883,160,3162994162723446,531.62,1.6071546098731903e+20,0.9034,1349,705311,705470
2021-10-18,btc,285368,148,2927876508703402,581.08,1.4721705769919771e+20,1.2127,1928,705471,705618
2021-10-19,btc,312018,155,3092698860147949,552.88,1.5600677042083902e+20,1.3027,2013,705619,705773
2021-10-20,btc,291813,149,2972204099362964,580.65,1.4854681860688262e+20,1.1791,1958,705774,705922
2021-10-21,btc,320743,148,2952121639232133,581.53,1.4832152885671077e+20,1.5128,2167,705923,706070
2021-10-22,btc,287550,158,3152946240540442,536.3,1.6083090047586488e+20,1.1682,1820,706071,706228
2021-10-23,btc,223941,145,2891874258839641,595.07,1.4494696424157423e+20,1.0513,1544,706229,706373
2021-10-24,btc,211220,153,3052533939886288,552.73,1.5604991301245773e+20,0.8393,1381,706374,706526
2021-10-25,btc,284680,182,3634925283680382,464.52,1.8568114769217952e+20,1.1017,1564,706527,706708
2021-10-26,btc,294029,150,2992286559493795,573.83,1.503113754609444e+20,1.2134,1960,706709,706858
2021-10-27,btc,292114,157,3132863780409611,545.31,1.5817216000754922e+20,1.1075,1861,706859,707015
2021-10-28,btc,295558,153,3052533939886288,567.64,1.5194980925038405e+20,1.2503,1932,707016,707168
2021-10-29,btc,305733,171,3414018222241243,497.99,1.732039099963878e+20,1.0673,1788,707169,707339
2021-10-30,btc,252061,155,3092698860147949,554.25,1.556229404680732e+20,0.9867,1626,707340,707494
